128 64
36 95 5
35 106 1
19 104 0
70 102 1
23 27 0
37 95 4
11 30 0
31 75 4
78 82 9
82 84 3
35 50 9
45 64 1
45 67 10
11 43 0
81 88 8
89 101 6
18 125 10
14 115 9
76 88 10
37 88 4
21 74 2
64 83 0
31 68 1
80 88 0
2 91 2
106 124 9
45 107 1
3 6 10
92 105 0
60 70 4
41 94 6
43 50 9
14 118 5
45 68 9
1 72 2
30 84 3
0 100 8
27 36 8
19 40 3
97 114 4
6 121 3
32 91 7
14 101 10
49 119 10
27 75 10
64 99 7
74 80 3
11 74 0
14 28 7
65 96 8
6 114 2
27 58 9
6 89 8
45 61 1
43 117 0
89 120 1
46 79 3
50 123 7
84 96 4
4 91 3
65 102 3
0 76 7
26 75 4
26 101 5
