128 162
49 55 189
105 80 209
9 2 37
87 48 299
88 19 278
51 117 23
62 76 178
41 76 73
102 47 153
118 88 96
76 34 7
105 105 156
24 109 274
112 27 155
38 56 139
75 21 265
10 77 28
111 15 129
54 73 183
75 31 194
59 116 220
55 30 127
29 55 298
5 59 46
100 116 95
12 40 97
9 9 71
28 5 284
8 36 196
64 124 206
52 107 135
68 126 170
70 36 96
99 9 140
65 105 139
93 81 181
76 46 173
125 30 235
12 60 46
36 14 267
74 72 145
84 23 198
103 20 17
95 114 221
78 40 11
116 77 75
76 104 259
90 75 39
48 28 93
14 50 169
103 102 69
58 87 225
117 82 141
115 47 107
63 50 276
106 73 175
124 105 38
6 41 200
119 100 278
120 79 173
48 63 64
90 119 141
59 122 86
18 84 22
23 123 56
24 68 188
114 122 163
118 100 136
33 10 26
105 116 155
53 62 205
64 69 89
96 7 266
53 108 101
36 31 11
94 34 261
122 8 25
66 26 54
51 32 46
67 86 235
61 79 28
38 106 80
97 46 130
82 95 298
100 41 63
95 5 135
34 43 74
84 67 226
21 61 16
50 47 237
91 1 162
50 33 19
112 114 104
39 24 231
114 20 26
73 16 162
57 5 290
120 72 77
81 0 48
47 105 234
104 98 267
125 65 160
87 89 90
51 111 279
101 125 87
45 102 151
71 48 121
13 11 71
66 8 194
123 88 208
3 36 258
100 111 18
107 4 140
51 15 142
35 33 174
77 57 240
47 12 22
70 64 181
42 81 234
43 84 117
48 111 68
30 4 140
94 65 289
11 122 253
13 108 32
123 67 246
72 48 249
91 70 150
73 37 290
40 0 163
44 32 222
51 111 136
11 125 267
80 42 118
48 51 30
105 67 292
12 4 125
5 65 50
101 6 111
75 85 49
102 73 92
21 58 55
25 90 255
58 57 299
86 14 23
8 71 63
59 119 61
56 126 1
25 50 117
69 28 297
31 73 42
109 115 254
33 3 123
84 60 269
110 107 90
35 40 17
73 55 160
5 68 206
101 121 245
19 35 247
98 26 219
13 98 98
