1024 10475
995 523 6
794 501 173
188 269 207
704 438 293
630 665 115
851 18 165
510 174 117
412 841 18
562 478 243
746 969 297
856 163 225
27 491 81
816 118 294
1009 656 220
817 607 159
688 957 47
502 844 33
454 47 21
848 1022 120
256 257 263
723 571 153
488 958 282
337 376 242
673 523 171
949 678 28
249 273 153
472 48 256
45 975 35
154 607 47
200 672 23
307 590 234
180 706 242
296 95 150
638 679 276
279 778 204
754 576 58
874 67 232
131 917 239
583 119 186
271 275 52
564 823 75
353 657 79
330 542 231
87 220 54
884 735 259
541 187 22
256 466 40
956 906 149
57 833 147
1004 6 129
877 434 100
696 45 106
105 797 169
356 783 153
49 176 30
600 997 165
323 813 128
118 982 285
579 612 175
278 644 20
919 329 188
840 568 290
341 652 142
378 136 266
448 892 254
652 38 181
829 163 11
595 202 154
422 644 246
632 34 239
453 337 96
270 767 48
961 365 177
567 569 208
407 584 271
311 389 87
314 708 280
719 86 205
939 18 251
803 1007 35
678 355 183
455 149 295
830 186 50
200 500 229
708 360 112
929 260 225
66 582 213
697 668 274
338 606 180
76 256 273
235 244 247
232 137 209
572 388 4
453 286 217
627 373 185
1005 988 153
886 494 297
851 108 118
158 670 94
931 382 8
284 120 249
893 970 106
148 242 115
221 707 149
148 410 210
499 788 230
96 30 218
961 595 93
578 54 165
733 388 70
530 525 7
535 1003 157
155 46 172
365 45 73
438 798 121
337 831 168
443 936 114
603 759 122
601 135 263
797 827 14
678 708 192
217 906 278
384 879 71
226 643 168
109 630 141
886 106 211
297 898 73
732 905 243
664 670 199
334 909 109
896 406 232
514 118 215
718 518 257
39 778 12
432 642 86
331 821 263
402 517 105
729 851 207
158 629 194
320 191 225
641 40 70
464 759 37
364 14 259
663 266 165
66 838 203
113 995 289
874 668 278
430 250 115
173 81 171
759 526 39
450 182 11
323 298 29
24 491 121
412 870 6
721 467 224
320 831 162
569 656 153
172 1000 105
919 249 239
916 715 219
520 745 153
20 792 284
69 544 74
715 928 232
1006 911 18
269 836 224
758 883 231
378 191 259
636 298 107
540 927 50
955 362 206
950 679 185
666 782 103
399 82 109
474 582 222
709 123 292
603 79 143
883 976 74
494 334 155
608 59 206
693 541 27
498 484 278
182 828 54
514 326 160
198 1008 279
765 944 39
835 574 193
370 524 212
31 76 251
1005 365 283
303 400 266
731 960 201
53 452 207
578 172 90
101 355 191
776 685 128
156 635 276
885 791 91
940 645 200
769 144 160
25 347 43
449 99 99
