1024 104755
665 916 6
657 62 11
803 745 181
8 175 264
717 446 92
275 97 165
98 158 107
27 607 13
888 1018 11
832 348 12
129 662 280
764 244 133
248 28 102
424 86 154
176 642 143
30 90 164
958 158 277
245 169 89
942 847 170
39 528 120
193 369 85
572 627 271
148 519 68
49 359 232
364 333 81
403 429 96
431 641 14
85 879 149
422 658 245
880 213 35
880 481 270
573 667 176
37 646 141
356 911 186
65 242 72
342 585 113
959 696 200
990 242 88
409 7 27
321 980 179
562 468 42
267 425 132
127 166 37
280 871 13
717 982 232
266 454 28
833 49 112
870 169 163
939 340 268
356 663 52
107 1015 265
228 981 123
680 608 17
806 35 102
640 820 122
614 619 154
513 908 65
60 114 132
928 656 156
873 1 31
533 589 49
383 696 1
300 838 59
114 219 70
133 522 299
833 191 24
632 1017 245
584 169 220
404 736 99
976 966 238
845 766 203
559 705 83
596 107 39
546 281 110
242 245 251
891 308 218
938 626 69
582 164 152
859 947 48
131 424 176
783 630 123
273 1011 84
654 466 59
201 997 142
878 715 258
534 654 94
559 861 258
808 64 59
634 738 253
533 624 20
744 801 68
732 294 203
246 554 21
993 222 239
479 657 164
732 429 200
727 312 282
453 271 269
928 199 264
805 202 10
289 42 53
757 801 171
18 160 50
1021 295 201
792 983 57
710 364 95
873 161 157
727 457 45
978 237 248
378 202 271
634 485 286
1023 189 2
185 969 122
903 747 22
936 523 62
674 808 178
115 994 73
356 339 263
566 927 111
484 1005 260
255 622 36
526 822 133
510 676 291
444 867 279
194 613 74
136 422 104
431 109 186
834 762 141
705 352 292
933 500 243
395 670 277
969 618 122
392 303 279
999 910 275
890 394 188
218 640 81
160 777 72
67 235 167
74 911 228
1014 432 137
964 539 74
625 174 59
49 639 50
738 972 160
955 667 101
320 731 74
35 123 148
74 369 270
800 615 237
765 270 186
262 913 106
604 443 54
95 971 54
718 32 22
184 68 113
711 572 74
69 968 224
806 240 42
245 715 75
450 956 32
295 700 163
250 999 252
711 275 56
585 617 172
675 266 48
491 728 215
771 932 210
45 147 66
291 517 196
712 48 233
66 919 176
899 956 207
450 247 246
184 277 174
245 681 260
742 259 212
875 94 268
235 389 123
203 26 262
636 707 154
507 82 18
86 552 13
770 131 274
465 849 87
342 238 87
328 348 200
323 365 2
808 755 257
929 385 134
220 104 141
752 697 89
973 978 275
262 123 49
257 900 140
613 662 192
888 121 37
589 584 133
54 42 97
720 93 243
74 87 242
960 748 169
55 985 34
578 1014 257
819 748 86
974 393 161
611 882 106
565 396 41
962 43 276
660 923 91
294 427 18
597 811 4
382 734 171
934 140 178
142 968 182
849 567 219
195 210 168
109 995 223
838 455 291
156 662 110
388 794 143
177 149 144
409 364 83
190 800 20
831 74 232
627 536 265
845 794 17
201 437 210
821 517 49
657 742 50
624 853 135
28 861 19
952 205 227
761 987 63
485 32 102
1019 737 258
571 800 270
1018 601 14
908 221 121
435 204 212
904 886 162
966 309 94
174 270 79
235 268 129
155 270 232
449 694 194
711 234 64
377 782 13
833 772 192
651 594 118
989 952 158
142 307 292
858 225 29
215 731 147
310 672 125
660 642 162
901 569 60
444 12 22
626 665 117
884 782 254
660 103 111
701 875 26
98 311 68
888 941 227
19 495 187
202 933 130
849 75 220
734 862 212
793 645 72
296 124 62
131 952 62
545 764 233
22 474 36
200 5 82
766 972 125
450 974 290
629 575 29
431 269 213
694 410 71
447 423 137
470 115 193
538 735 292
996 169 174
313 229 9
697 808 122
551 917 23
570 798 168
321 424 169
729 532 95
175 467 102
545 1002 56
473 506 32
472 88 259
344 782 261
738 840 40
204 337 241
120 402 248
618 854 102
967 19 29
927 326 56
183 462 35
555 50 40
175 500 194
770 520 292
926 234 167
816 197 73
870 811 225
173 877 4
43 849 3
315 604 184
351 593 83
583 502 198
254 929 206
736 607 109
82 456 27
18 464 289
