512 261
352 270 193
476 154 161
143 399 198
269 425 273
398 133 143
461 3 121
419 418 245
42 218 142
336 363 234
147 224 76
445 499 117
367 481 100
436 320 265
83 399 93
137 510 51
234 271 64
211 269 257
134 213 109
463 465 226
299 387 90
209 324 299
360 477 55
95 29 285
37 69 11
269 376 18
148 469 106
330 455 31
240 247 3
38 245 292
57 135 223
446 24 151
509 227 148
50 122 25
192 205 277
123 496 60
349 359 13
454 463 107
157 165 289
259 403 12
465 245 278
236 128 253
500 111 100
360 259 285
442 419 280
400 28 188
279 404 88
14 114 238
102 30 85
318 147 104
407 431 90
251 228 292
139 101 270
196 357 299
275 42 224
383 296 108
42 277 193
228 77 129
377 505 269
238 218 109
419 388 246
79 329 227
11 256 262
335 346 211
118 93 166
363 382 111
0 476 5
355 441 2
54 411 124
93 131 253
257 407 213
431 177 278
309 391 141
462 161 271
293 106 130
132 137 176
481 272 214
352 258 231
231 275 194
417 483 298
442 436 132
290 133 230
271 104 169
73 319 220
140 466 59
170 12 218
99 480 2
27 508 47
492 41 252
189 216 102
198 334 214
108 71 144
330 215 70
367 52 106
313 463 106
358 279 249
44 399 216
340 100 101
119 39 242
147 352 148
269 331 290
150 256 145
112 75 277
67 118 269
150 205 242
249 248 81
350 209 172
268 130 134
97 340 230
456 219 4
275 464 283
390 511 238
355 206 56
30 508 135
316 384 158
241 10 27
454 426 129
249 421 166
236 328 90
285 195 233
73 262 83
427 441 108
197 54 152
276 135 76
116 402 198
324 279 203
118 213 243
250 314 10
439 360 241
471 58 231
297 149 114
11 504 135
459 123 179
510 421 43
381 111 44
261 47 77
203 349 117
174 412 223
300 451 165
152 40 275
416 328 188
478 326 209
179 256 158
272 370 91
449 122 53
50 117 278
499 511 45
248 72 252
481 315 156
428 248 78
404 224 227
217 131 19
108 267 258
160 399 212
197 109 227
240 150 162
14 442 185
11 92 111
422 73 184
100 81 75
287 8 210
467 294 102
409 172 27
28 52 197
246 116 295
261 27 43
19 464 135
102 317 276
19 443 279
166 57 88
85 58 298
437 236 224
299 255 196
399 48 284
301 50 100
253 85 81
507 80 264
270 301 164
500 21 15
253 194 136
111 450 264
396 112 257
72 383 174
243 419 289
49 386 297
249 379 85
483 181 108
435 427 84
48 491 21
478 469 175
435 62 286
133 37 69
302 262 118
286 138 18
501 115 80
37 230 137
227 336 186
437 75 177
98 370 277
267 432 9
444 402 48
440 49 40
332 354 25
291 169 168
459 348 126
198 201 263
299 47 173
24 181 164
384 325 260
403 455 272
413 263 50
168 213 81
63 442 125
264 132 161
496 286 55
329 92 3
234 195 149
6 183 180
243 147 177
262 421 233
301 9 128
111 13 18
104 407 21
415 499 283
231 410 286
66 491 206
22 307 225
365 502 284
247 453 84
370 6 110
407 220 99
88 58 283
461 398 178
507 347 192
330 385 20
502 17 83
344 166 6
112 236 16
275 194 9
285 55 72
311 492 206
127 316 211
0 373 8
186 336 85
64 491 298
418 81 281
407 355 169
219 496 157
404 386 266
119 41 244
127 284 108
318 310 186
496 119 67
13 390 147
323 369 204
256 315 123
49 428 149
223 424 146
99 509 22
304 206 11
491 50 292
209 75 208
