256 65
191 234 279
236 172 75
134 198 119
146 73 262
18 181 148
172 114 70
37 176 189
240 144 122
195 200 150
50 199 287
111 219 96
56 111 3
149 116 267
247 141 193
53 120 75
50 238 269
162 156 257
10 80 23
71 44 141
128 153 250
96 3 147
114 203 199
223 177 228
246 79 188
116 112 218
114 71 241
191 237 48
113 3 68
38 15 28
188 125 267
203 97 186
28 171 250
194 159 213
172 200 276
254 223 9
180 135 126
0 213 149
105 108 108
145 222 160
95 24 292
200 12 154
147 7 239
35 202 223
238 80 72
50 176 260
196 36 86
251 127 116
103 160 153
4 19 283
72 29 55
72 167 270
83 208 93
254 62 185
241 249 280
229 228 11
217 245 251
125 3 55
216 64 41
111 194 167
86 207 192
11 18 275
42 154 91
205 4 69
216 1 15
113 176 205
